pi_per_n1;pi_per_n2;di_region;di_ejecutivo;di_codigo;di_nombre;producto_elemento;zi_tipo;zi_clase;zi_encargado_cod;zi_encargado_nom;zi_encargado_tipo;zi_encargado_clase;zi_encargado_alt_cod;zi_encargado_alt_nom;zi_codigo;zi_nombre;venta_meta;impactos_meta;volumen_meta
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3528;VENDEDOR D044-3528;843891;13;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-165;VENDEDOR D005-165;5214945;142;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D049-58;VENDEDOR D049-58;1448687;63;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D002;Distribuidora D002;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D002-F26;VENDEDOR D002-F26;17871789;223;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D006;Distribuidora D006;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D006-139;VENDEDOR D006-139;3285107;99;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D056-38;VENDEDOR D056-38;507268;7;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D025;Distribuidora D025;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D025-6808105023;VENDEDOR D025-6808105023;177411;11;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D049-29;VENDEDOR D049-29;1458603;40;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-555;VENDEDOR D062-555;927727;11;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D050-189;VENDEDOR D050-189;1133884;42;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-85487959;VENDEDOR D030-85487959;2017933;54;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D065-3306;VENDEDOR D065-3306;513779;17;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1217;VENDEDOR D063-1217;1039637;39;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D055-238;VENDEDOR D055-238;12075843;24;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-999999999;VENDEDOR D071-999999999;9685;1;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D010-52856748;VENDEDOR D010-52856748;271742;9;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-EL14;VENDEDOR D038-EL14;2669919;75;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D041;Distribuidora D041;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D041-B499;VENDEDOR D041-B499;247618;2;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-adrgua;VENDEDOR D003-adrgua;1371869;45;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D008-BONOS EJE;VENDEDOR D008-BONOS EJE;16667;1;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-lilare;VENDEDOR D003-lilare;1344925;57;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-MP103;VENDEDOR D048-MP103;1471431;65;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-212;VENDEDOR D063-212;29597;2;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-15;VENDEDOR D046-15;1395275;9;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D011;Distribuidora D011;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D011-012;VENDEDOR D011-012;82142244;27;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D026-6800107001;VENDEDOR D026-6800107001;690795;12;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0080;VENDEDOR D004-0080;64701849;47;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-Jorcab;VENDEDOR D003-Jorcab;354511;14;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-2026;VENDEDOR D038-2026;2454271;82;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-841;VENDEDOR D063-841;1250732;42;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-2081;VENDEDOR D038-2081;1472836;61;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4104;VENDEDOR D061-4104;702862;24;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D007-0012;VENDEDOR D007-0012;393199;2;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D052-1061793865;VENDEDOR D052-1061793865;551376;3;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-PP111;VENDEDOR D048-PP111;4874392;141;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D008-EQSM01;VENDEDOR D008-EQSM01;27902;1;0
2025;3;CENTRO;Ejecutivo CENTRO;D057;Distribuidora D057;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D057-6;VENDEDOR D057-6;536221;29;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4017;VENDEDOR D061-4017;990637;38;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D003-andrecos;VENDEDOR D003-andrecos;10446;1;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3615;VENDEDOR D044-3615;461672;14;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D056-31;VENDEDOR D056-31;5387102;15;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-1534;VENDEDOR D067-1534;2195966;57;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-EL11;VENDEDOR D038-EL11;1670425;60;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-1129582384;VENDEDOR D030-1129582384;3111471;9;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D056-40;VENDEDOR D056-40;10862;1;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3611;VENDEDOR D044-3611;89408;4;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D038-1002;VENDEDOR D038-1002;2417450;8;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-suave;VENDEDOR D003-suave;1707227;57;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-301;VENDEDOR D062-301;1431163;28;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D065-3302;VENDEDOR D065-3302;508410;16;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-2020;VENDEDOR D061-2020;141376;2;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D008-ER108;VENDEDOR D008-ER108;1211202;41;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1703;VENDEDOR D063-1703;224805;12;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D025;Distribuidora D025;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D025-13852276;VENDEDOR D025-13852276;717368;1;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D026-6800101002;VENDEDOR D026-6800101002;906686;11;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1037;VENDEDOR D038-1037;1486230;53;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-209;VENDEDOR D063-209;612626;21;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-elcys;VENDEDOR D003-elcys;1272940;50;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D069;Distribuidora D069;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D069-0006;VENDEDOR D069-0006;825960;17;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D049-42;VENDEDOR D049-42;1171225;50;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D037;Distribuidora D037;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D037-90136;VENDEDOR D037-90136;4758088;90;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D003-glodiaz;VENDEDOR D003-glodiaz;73022;4;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D069;Distribuidora D069;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D069-0003;VENDEDOR D069-0003;4638089;34;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D062-105;VENDEDOR D062-105;983522;31;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D036;Distribuidora D036;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D036-0205;VENDEDOR D036-0205;6930335;99;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D038-M1011;VENDEDOR D038-M1011;76084;1;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D036;Distribuidora D036;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D036-0190;VENDEDOR D036-0190;5657521;13;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D056-50;VENDEDOR D056-50;853616;10;0
2025;3;CENTRO;Ejecutivo CENTRO;D059;Distribuidora D059;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D059-79914828;VENDEDOR D059-79914828;1696371;39;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-245;VENDEDOR D046-245;1192104;10;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D024;Distribuidora D024;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D024-2000105013;VENDEDOR D024-2000105013;442213;11;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-83042822;VENDEDOR D060-83042822;252698;6;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-bermar;VENDEDOR D003-bermar;119392;9;0
2025;3;LLANOS;Ejecutivo LLANOS;D054;Distribuidora D054;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D054-1710;VENDEDOR D054-1710;21036;1;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D047;Distribuidora D047;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D047-147;VENDEDOR D047-147;6572811;160;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-24;VENDEDOR D050-24;2253290;64;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1705;VENDEDOR D063-1705;639510;27;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D067-1769;VENDEDOR D067-1769;731029;15;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-215;VENDEDOR D063-215;202932;10;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-41960559;VENDEDOR D010-41960559;4933436;181;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4107;VENDEDOR D061-4107;1195171;31;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1712;VENDEDOR D063-1712;360246;19;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D049-62;VENDEDOR D049-62;975961;48;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D004-0071;VENDEDOR D004-0071;11998555;176;0
2025;3;CENTRO;Ejecutivo CENTRO;D057;Distribuidora D057;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D057-16;VENDEDOR D057-16;2071397;88;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-6759;VENDEDOR D044-6759;540159;4;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3635;VENDEDOR D044-3635;543980;7;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D024;Distribuidora D024;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D024-2000105002;VENDEDOR D024-2000105002;3155845;60;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D040;Distribuidora D040;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D040-4188;VENDEDOR D040-4188;1964788;69;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D009;Distribuidora D009;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D009-6;VENDEDOR D009-6;3461033;119;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-259;VENDEDOR D058-259;1937062;52;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3641;VENDEDOR D044-3641;1714601;17;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D050-61;VENDEDOR D050-61;6088042;24;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-RV09;VENDEDOR D046-RV09;192391;7;0
2025;3;LLANOS;Ejecutivo LLANOS;D054;Distribuidora D054;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D054-1807;VENDEDOR D054-1807;2117422;70;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-3;VENDEDOR D062-3;323591;16;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-darcal;VENDEDOR D003-darcal;898491;35;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D061-1077;VENDEDOR D061-1077;947143;16;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D067-1803;VENDEDOR D067-1803;323719;14;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-daisy;VENDEDOR D003-daisy;1342695;53;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-849;VENDEDOR D063-849;1073982;39;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-38;VENDEDOR D050-38;2768484;67;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-2080;VENDEDOR D038-2080;1550420;39;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4108;VENDEDOR D061-4108;686623;20;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D037;Distribuidora D037;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D037-90113;VENDEDOR D037-90113;5334197;109;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D022-4700106001;VENDEDOR D022-4700106001;7739452;2;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4002;VENDEDOR D061-4002;497771;17;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-1094965688;VENDEDOR D010-1094965688;2802091;93;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D008-EC101;VENDEDOR D008-EC101;92443;1;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-245;VENDEDOR D058-245;4061801;124;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-RV12;VENDEDOR D046-RV12;957392;10;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1068;VENDEDOR D056-1068;1310041;75;0
2025;3;LLANOS;Ejecutivo LLANOS;D064;Distribuidora D064;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D064-2302;VENDEDOR D064-2302;511863;15;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D030-55304581;VENDEDOR D030-55304581;2077825;8;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-1496;VENDEDOR D067-1496;2806292;80;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D065-3304;VENDEDOR D065-3304;421988;14;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-797;VENDEDOR D046-797;353597;4;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D004-0020;VENDEDOR D004-0020;2816720;2;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D055-1268;VENDEDOR D055-1268;390042;21;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D055-239;VENDEDOR D055-239;525143;8;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D050-20;VENDEDOR D050-20;1722723;58;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-1037599749;VENDEDOR D071-1037599749;2075068;3;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-1291;VENDEDOR D067-1291;2216527;56;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-eripue;VENDEDOR D003-eripue;1198441;49;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D071;Distribuidora D071;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D071-38555061;VENDEDOR D071-38555061;1678097;9;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D006;Distribuidora D006;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D006-154;VENDEDOR D006-154;4039303;102;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3643;VENDEDOR D044-3643;1101907;10;0
