pi_per_n1;pi_per_n2;di_region;di_ejecutivo;di_codigo;di_nombre;producto_elemento;zi_tipo;zi_clase;zi_encargado_cod;zi_encargado_nom;zi_encargado_tipo;zi_encargado_clase;zi_encargado_alt_cod;zi_encargado_alt_nom;zi_codigo;zi_nombre;venta_meta;impactos_meta;volumen_meta
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-2215;VENDEDOR D063-2215;732035;24;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D030-1032408840;VENDEDOR D030-1032408840;3058853;75;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D069;Distribuidora D069;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D069-0007;VENDEDOR D069-0007;1954045;31;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D007-0047;VENDEDOR D007-0047;882092;36;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D007-0041;VENDEDOR D007-0041;1121925;46;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-diazpie;VENDEDOR D003-diazpie;79914;2;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D056-32;VENDEDOR D056-32;10357000;24;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-55;VENDEDOR D005-55;4314060;86;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-nikpar;VENDEDOR D003-nikpar;827503;35;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-877;VENDEDOR D046-877;2212809;13;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D037;Distribuidora D037;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D037-90094;VENDEDOR D037-90094;4717187;105;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0087;VENDEDOR D004-0087;8492552;77;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-6738;VENDEDOR D044-6738;2237039;19;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-205;VENDEDOR D063-205;325657;13;0
2025;3;CENTRO;Ejecutivo CENTRO;D057;Distribuidora D057;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D057-250;VENDEDOR D057-250;2163188;89;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-10;VENDEDOR D005-10;3477239;74;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-2027;VENDEDOR D038-2027;3211487;104;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D004-0069;VENDEDOR D004-0069;10838966;134;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D008-EC107;VENDEDOR D008-EC107;16265;1;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D024;Distribuidora D024;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D024-2000105003;VENDEDOR D024-2000105003;7303396;129;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3630;VENDEDOR D044-3630;1804662;19;0
2025;3;LLANOS;Ejecutivo LLANOS;D054;Distribuidora D054;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D054-1801;VENDEDOR D054-1801;1908556;70;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-164;VENDEDOR D005-164;7270735;142;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D055-1266;VENDEDOR D055-1266;834085;46;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-460;VENDEDOR D062-460;652686;14;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D022-1098710408;VENDEDOR D022-1098710408;4339683;97;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-2218;VENDEDOR D063-2218;741174;29;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D022-39045827;VENDEDOR D022-39045827;4082602;18;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D007;Distribuidora D007;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D007-0042;VENDEDOR D007-0042;1395878;61;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D051;Distribuidora D051;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D051-1059814597;VENDEDOR D051-1059814597;8981319;29;0
2025;3;LLANOS;Ejecutivo LLANOS;D064;Distribuidora D064;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D064-2308;VENDEDOR D064-2308;947903;21;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D011;Distribuidora D011;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D011-003;VENDEDOR D011-003;9010250;83;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D025;Distribuidora D025;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D025-6808105006;VENDEDOR D025-6808105006;1112323;59;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D008-EC104;VENDEDOR D008-EC104;17900;1;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D006;Distribuidora D006;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D006-135;VENDEDOR D006-135;3887177;97;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D050;Distribuidora D050;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D050-261;VENDEDOR D050-261;2200676;56;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D065-3103;VENDEDOR D065-3103;280731;4;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D022-0800101002;VENDEDOR D022-0800101002;2879645;5;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3624;VENDEDOR D044-3624;179013;5;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1073;VENDEDOR D056-1073;2255673;73;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-199;VENDEDOR D063-199;236670;7;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1064;VENDEDOR D056-1064;1083597;55;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4007;VENDEDOR D061-4007;226491;11;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-753;VENDEDOR D046-753;1872133;17;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D026-6800105032;VENDEDOR D026-6800105032;1178026;74;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4012;VENDEDOR D061-4012;290799;14;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-15;VENDEDOR D005-15;4194293;110;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-vansev;VENDEDOR D003-vansev;744675;29;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-leimon;VENDEDOR D003-leimon;618978;30;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D026;Distribuidora D026;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D026-6800105027;VENDEDOR D026-6800105027;2005869;89;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-563;VENDEDOR D046-563;7650351;9;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-219;VENDEDOR D005-219;4660553;78;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E81;VENDEDOR D038-E81;1159054;37;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-204;VENDEDOR D063-204;191737;10;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D022;Distribuidora D022;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D022-33226545;VENDEDOR D022-33226545;9510861;19;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1075219932;VENDEDOR D060-1075219932;8530347;9;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-RT33;VENDEDOR D046-RT33;7466;1;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E71;VENDEDOR D038-E71;717924;25;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-angive;VENDEDOR D003-angive;718203;26;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-danbau;VENDEDOR D003-danbau;1642359;56;0
2025;3;CENTRO;Ejecutivo CENTRO;D057;Distribuidora D057;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D057-15;VENDEDOR D057-15;1058190;37;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4015;VENDEDOR D061-4015;141443;10;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-1219;VENDEDOR D063-1219;947775;33;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D049-60;VENDEDOR D049-60;575048;25;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D006;Distribuidora D006;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D006-142;VENDEDOR D006-142;2716968;95;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D048;Distribuidora D048;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D048-MP106;VENDEDOR D048-MP106;602145;35;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-1737;VENDEDOR D067-1737;2030637;65;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-2212;VENDEDOR D063-2212;829933;40;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-lcast;VENDEDOR D003-lcast;2133721;68;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-diajur;VENDEDOR D003-diajur;958841;33;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D038-M1005;VENDEDOR D038-M1005;5897913;49;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D025;Distribuidora D025;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D025-6808105019;VENDEDOR D025-6808105019;816834;42;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D052;Distribuidora D052;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D052-999999999;VENDEDOR D052-999999999;290303;2;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D010-41958029;VENDEDOR D010-41958029;49530;2;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D008-EC207;VENDEDOR D008-EC207;2593091;58;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4100;VENDEDOR D061-4100;1106422;42;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-EL03;VENDEDOR D038-EL03;1178094;35;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;MAYORISTAS;MAYORISTAS;SIN SUP;SIN SUP;;;;;D046-RM11;VENDEDOR D046-RM11;1983698;8;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-E73;VENDEDOR D038-E73;2952102;72;0
2025;3;CENTRO;Ejecutivo CENTRO;D060;Distribuidora D060;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D060-1123203536;VENDEDOR D060-1123203536;2116763;8;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D047;Distribuidora D047;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D047-143;VENDEDOR D047-143;14819321;67;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D038;Distribuidora D038;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D038-1007;VENDEDOR D038-1007;1039674;29;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-cazedu;VENDEDOR D003-cazedu;1110574;40;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-Yullai;VENDEDOR D003-Yullai;350565;15;0
2025;3;LLANOS;Ejecutivo LLANOS;D054;Distribuidora D054;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D054-1106;VENDEDOR D054-1106;221821;2;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D067-11;VENDEDOR D067-11;122817;8;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D046-900;VENDEDOR D046-900;30636;2;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D046;Distribuidora D046;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D046-RT20;VENDEDOR D046-RT20;8180;1;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D062-420;VENDEDOR D062-420;2514107;22;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D036;Distribuidora D036;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D036-0206;VENDEDOR D036-0206;3545069;62;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D065-3301;VENDEDOR D065-3301;301270;8;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D070;Distribuidora D070;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D070-0001;VENDEDOR D070-0001;2498500;21;0
2025;3;CENTRO;Ejecutivo CENTRO;D059;Distribuidora D059;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D059-1110476245;VENDEDOR D059-1110476245;563812;36;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1048;VENDEDOR D056-1048;2157726;77;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D062;Distribuidora D062;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D062-200;VENDEDOR D062-200;1093083;20;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4102;VENDEDOR D061-4102;567365;30;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D047;Distribuidora D047;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D047-096;VENDEDOR D047-096;4754697;108;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D063;Distribuidora D063;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D063-848;VENDEDOR D063-848;577152;20;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-1094960125;VENDEDOR D010-1094960125;3459424;143;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D056;Distribuidora D056;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D056-1028;VENDEDOR D056-1028;24560;1;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3606;VENDEDOR D044-3606;865067;14;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D024;Distribuidora D024;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D024-2000105030;VENDEDOR D024-2000105030;3392373;71;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-71;VENDEDOR D058-71;3850711;98;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-crigom;VENDEDOR D003-crigom;824393;29;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3620;VENDEDOR D044-3620;664303;5;0
2025;3;LLANOS;Ejecutivo LLANOS;D065;Distribuidora D065;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D065-3105;VENDEDOR D065-3105;907969;6;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-41951212;VENDEDOR D010-41951212;2554908;108;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D030;Distribuidora D030;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D030-22461003;VENDEDOR D030-22461003;5385801;21;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D058;Distribuidora D058;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D058-88;VENDEDOR D058-88;4416769;139;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D004-0031;VENDEDOR D004-0031;20264884;174;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D069;Distribuidora D069;TOTAL;PENDIENTE POR DATA;PENDIENTE POR DATA;SIN SUP;SIN SUP;;;;;D069-0001;VENDEDOR D069-0001;2851677;1;0
2025;3;COSTA 2;Ejecutivo COSTA 2;D023;Distribuidora D023;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D023-4400105017;VENDEDOR D023-4400105017;2966823;72;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-7;VENDEDOR D005-7;7023742;113;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D009;Distribuidora D009;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D009-13;VENDEDOR D009-13;15078381;94;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D047;Distribuidora D047;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D047-145;VENDEDOR D047-145;5370786;161;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D040;Distribuidora D040;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D040-4187;VENDEDOR D040-4187;1318542;49;0
2025;3;PACIFICO;Ejecutivo PACIFICO;D061;Distribuidora D061;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D061-4302;VENDEDOR D061-4302;1026655;49;0
2025;3;ORIENTE;Ejecutivo ORIENTE;D055;Distribuidora D055;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D055-1267;VENDEDOR D055-1267;811205;42;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-6729;VENDEDOR D044-6729;1194233;13;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D008;Distribuidora D008;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D008-EV103;VENDEDOR D008-EV103;1832797;60;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D005;Distribuidora D005;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D005-53;VENDEDOR D005-53;5254108;110;0
2025;3;CUNDINAMARCA;Ejecutivo CUNDINAMARCA;D003;Distribuidora D003;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D003-olgaran;VENDEDOR D003-olgaran;1234025;43;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D049;Distribuidora D049;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D049-32;VENDEDOR D049-32;1603796;35;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D067;Distribuidora D067;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D067-995;VENDEDOR D067-995;2727223;67;0
2025;3;EJE CAFETERO;Ejecutivo EJE CAFETERO;D010;Distribuidora D010;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D010-1016020623;VENDEDOR D010-1016020623;3499813;133;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D004;Distribuidora D004;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D004-0090;VENDEDOR D004-0090;13735815;95;0
2025;3;ANTIOQUIA;Ejecutivo ANTIOQUIA;D044;Distribuidora D044;TOTAL;SUPERETES;SUPERETES;SIN SUP;SIN SUP;;;;;D044-3633;VENDEDOR D044-3633;678302;11;0
2025;3;COSTA 1;Ejecutivo COSTA 1;D006;Distribuidora D006;TOTAL;TIENDAS;TIENDAS;SIN SUP;SIN SUP;;;;;D006-137;VENDEDOR D006-137;4018754;110;0
